corpus	lang_prof	xml_file	sent_num	src	tgt	corrected	text_type	line_start	line_end
Kolipsi_2	L2	I38_SBI06TAT_2.xml	3	Fast immer die Personen an "der andere Seite" waren nicht wer sie sagen.	Fast immer die Personen an "der andere Seite" waren nicht wer sie sagen.	False	opinion	73522	73538
Kolipsi_2	L2	I38_SBI06TAT_2.xml	4	Es kann gefärlich sein, mit Freunde sprechen, wenn man eine Freundschaft möchte.	Es kann gefährlich sein, mit Freunde sprechen, wenn man eine Freundschaft möchte.	True	opinion	73539	73554
Kolipsi_2	L2	I38_SBI06TAT_2.xml	5	Es ist eine gute Idee gewesen, diese Situation am Ende zu bringen.	Es ist eine gute Idee gewesen, diese Situation am Ende zu bringen.	False	opinion	73555	73569
Kolipsi_2	L2	I38_SBI06TAT_2.xml	6	Ich denke dass du Ihnen erklären sollst, was du gemacht hast.	Ich denke dass du ihnen erklären sollst, was du gemacht hast.	True	opinion	73570	73583
Kolipsi_2	L2	I38_SBI06TAT_2.xml	7	So wirdst du dich besser fühlen und deine alte "Freunde" wissen warum antwortest du nicht mehr.	So wirdst du dich besser fühlen und deine alte "Freunde" wissen warum antwortest du nicht mehr.	False	opinion	73584	73603
Kolipsi_2	L2	I38_SBI06TAT_2.xml	8	Ich denke dass du mit Internet keine neue Personen kennenlernen sollst, sondern kannst du mit deine reale Freunde sprechen.	Ich denke dass du mit Internet keine neue Personen kennenlernen sollst, sondern kannst du mit deine reale Freunde sprechen.	False	opinion	73604	73625
Kolipsi_2	L2	I38_SBI06TAT_2.xml	9	Wenn du neue Freunde möchtest, sollst du die virtuelle Freunde auch treffen, aber du musst aufpassen.	Wenn du neue Freunde möchtest, sollst du die virtuelle Freunde auch treffen, aber du musst aufpassen.	False	opinion	73626	73645
Kolipsi_2	L2	I38_SBI06TAT_2.xml	10	Sonst kannst du neue Personen kennenlernen durch deine Freunde.	Sonst kannst du neue Personen kennenlernen durch deine Freunde.	False	opinion	73646	73656
Kolipsi_2	L2	I38_SBI06TAT_2.xml	11	Ich hoffe dass du meine Meinung brauchst.	Ich hoffe dass du meine Meinung brauchst.	False	opinion	73657	73665
Kolipsi_2	L2	I38_SIN10JUE_1.xml	1	Liebe Gesi, Ich schreibe dir was passiert unsere Freundin Maria letzte Woche.	Liebe Gesi, ich schreibe dir was passiert unsere Freundin Maria letzte Woche.	True	picture story	73666	73680
Kolipsi_2	L2	I38_SIN10JUE_1.xml	2	Sie geht in einem Obst und Gemüseladen und kaufte zuerst.	Sie geht in einem Obst- und Gemüseladen und kaufte zuerst.	True	picture story	73681	73692
Kolipsi_2	L2	I38_SIN10JUE_1.xml	3	Eine Stunde später war sie im Supermarkt.	Eine Stunde später war sie im Supermarkt.	False	picture story	73693	73701
Kolipsi_2	L2	I38_SIN10JUE_1.xml	4	Dort gab es ein Problem an der Kasse.	Dort gab es ein Problem an der Kasse.	False	picture story	73702	73711
Kolipsi_2	L2	I38_SIN10JUE_1.xml	5	Sie hat dem Obs und die Gemüse in dem seinem Tasche denn sie hat ein Problem an der Kasse im Supermarkt.	Sie hat dem Obst und die Gemüse in dem seinem Tasche denn sie hat ein Problem an der Kasse im Supermarkt.	True	picture story	73712	73734
Kolipsi_2	L2	I38_TRE16VAL_1.xml	1	Liebe Monika, wie geht es dir?	Liebe Monika, wie geht es dir?	False	picture story	73735	73743
Kolipsi_2	L2	I38_TRE16VAL_1.xml	2	Ich schreibe dir, weil etwas einsam mit Maria passiert ist.	Ich schreibe dir, weil etwas Einsam mit Maria passiert ist.	True	picture story	73744	73756
Kolipsi_2	L2	I38_TRE16VAL_1.xml	3	Sie kaufte zuerst in einem Obst- und Gemüseladen ein.	Sie kaufte zuerst in einem Obst- und Gemüseladen ein.	False	picture story	73757	73767
Kolipsi_2	L2	I38_TRE16VAL_1.xml	4	Danach war sie im Supermarkt.	Danach war sie im Supermarkt.	False	picture story	73768	73774
Kolipsi_2	L2	I38_TRE16VAL_1.xml	5	Doch gab es Probleme an der Kasse: in dem ersten Supermarkt hat sie den Rest dort vergessen.	Doch gab es Probleme an der Kasse: In dem ersten Supermarkt hat sie den Rest dort vergessen.	True	picture story	73775	73794
Kolipsi_2	L2	I38_TRE16VAL_1.xml	6	Später, als sie im Supermarkt war, vergiss sie die Dose die sie schon bezahlt hatte an der Kasse.	Später, als sie im Supermarkt war, vergiss sie die Dose die sie schon bezahlt hatte an der Kasse.	False	picture story	73795	73816
Kolipsi_2	L2	I38_TRE16VAL_1.xml	7	Ich habe es wirklich unglaublich gefunden.	Ich habe es wirklich unglaublich gefunden.	False	picture story	73817	73824
Kolipsi_2	L2	I38_TRE16VAL_1.xml	8	Wie ist es möglich zwei Mal am gleichen Tag etwas an der Kasse zu vergessen?	Wie ist es möglich zweimal am gleichen Tag etwas an der Kasse zu vergessen?	True	picture story	73825	73840
Kolipsi_2	L2	I38_TRE16VAL_1.xml	9	Den Rest ist auch möglich, dass sie dort für den Laden lassen möchte, aber sicher nicht die Dose die sie erst gekauft hatte!	Den Rest ist auch möglich, dass sie dort für den Laden lassen möchte, aber sicher nicht die Dose die sie erst gekauft hatte!	False	picture story	73841	73867
Kolipsi_2	L2	I38_TRE16VAL_1.xml	10	Sie ist in Supermarkt gegangen genau, weil sie diese Dosen kaufen musste!!	Sie ist in Supermarkt gegangen genau, weil sie diese Dosen kaufen musste!!	False	picture story	73868	73883
Kolipsi_2	L2	I38_TRE16VAL_1.xml	11	Ich hoffe, dass ihr nichts passiert ist, dass sie nicht traurig ist oder Probleme hat.	Ich hoffe, dass ihr nichts passiert ist, dass sie nicht traurig ist oder Probleme hat.	False	picture story	73884	73902
Kolipsi_2	L2	I38_TRE16VAL_1.xml	12	Vielleicht hat sie nur vieles zu tun und ist ein bisschen gestresst.	Vielleicht hat sie nur vieles zu tun und ist ein bisschen gestresst.	False	picture story	73903	73916
Kolipsi_2	L2	I38_TRE16VAL_1.xml	13	Was meinst du dazu Monika?	Was meinst du dazu Monika?	False	picture story	73917	73923
Kolipsi_2	L2	I38_TRE16VAL_2.xml	1	Sehr geehrte Paul, virtuellen Freundschaften sind immer gefährlich.	Sehr geehrte Paul, virtuellen Freundschaften sind immer gefährlich.	False	opinion	73924	73934
Kolipsi_2	L2	I38_TRE16VAL_2.xml	2	Ich sage es, weil unglücklich, wir nicht wissen können wer uns wirklich schreibt.	Ich sage es, weil unglücklich, wir nicht wissen können wer uns wirklich schreibt.	False	opinion	73935	73951
Kolipsi_2	L2	I38_TRE16VAL_2.xml	3	Die Wahrheit ist, dass es viele böse Leute in unseren Welt gibt.	Die Wahrheit ist, dass es viele böse Leute in unseren Welt gibt.	False	opinion	73952	73966
Kolipsi_2	L2	I38_TRE16VAL_2.xml	4	Mann soll immer achten keine persönliche informationen zu geben - Adresse, Telefonnummer,... - oder auch Fotos.	Man soll immer achten keine persönliche informationen zu geben - Adresse, Telefonnummer,... - oder auch Fotos.	True	opinion	73967	73989
Kolipsi_2	L2	I38_TRE16VAL_2.xml	5	Ich habe nie persönlich eine Erfahrung im Internet gemacht, aber es gibt eine Serie im Fernsehen die "Catfish" heißt.	Ich habe nie persönlich eine Erfahrung im Internet gemacht, aber es gibt eine Serie im Fernsehen die "Catfish" heißt.	False	opinion	73990	74013
Kolipsi_2	L2	I38_TRE16VAL_2.xml	6	Dort werden jedes Mal neue Geschichte erzählt.	Dort werden jedes Mal neue Geschichte erzählt.	False	opinion	74014	74022
Kolipsi_2	L2	I38_TRE16VAL_2.xml	7	Die Protagonisten schreiben an MTV um Hilfe zu bekommen, weil sie den Internetfreund kennenlernen möchten (persönlich, nicht mehr nur im Chat), trotz sie ein bisschen Angst haben.	Die Protagonisten schreiben an MTV um Hilfe zu bekommen, weil sie den Internetfreund kennenlernen möchten (persönlich, nicht mehr nur im Chat), trotz sie ein bisschen Angst haben.	False	opinion	74023	74056
Kolipsi_2	L2	I38_TRE16VAL_2.xml	8	Meine Erfahrung ist, dass sie fast immer eine Person die ganz anderes als sie dachten ausschaut (die Fotos waren nicht wahr) und, dass ihre Geschichte sich nicht gut beendet.	Meine Erfahrung ist, dass sie fast immer eine Person die ganz anderes als sie dachten ausschaut (die Fotos waren nicht wahr) und, dass ihre Geschichte sich nicht gut beendet.	False	opinion	74057	74091
Kolipsi_2	L2	I38_TRE16VAL_2.xml	9	Ich möchte dir einen Rat geben und es ist der Grund warum ich dir geschrieben habe.	Ich möchte dir einen Rat geben und es ist der Grund warum ich dir geschrieben habe.	False	opinion	74092	74109
Kolipsi_2	L2	I38_TRE16VAL_2.xml	10	Ich glaube, dass du gut gemacht hast alles zu Löschen.	Ich glaube, dass du gut gemacht hast alles zu löschen.	True	opinion	74110	74122
Kolipsi_2	L2	I38_TRE16VAL_2.xml	11	Sie sind nicht wahre Freunde, du kennst ihnen nicht wirklich.	Sie sind nicht wahre Freunde, du kennst ihnen nicht wirklich.	False	opinion	74123	74135
Kolipsi_2	L2	I38_TRE16VAL_2.xml	12	Sie könnten ganz anders aussehen.	Sie könnten ganz anders aussehen.	False	opinion	74136	74142
Kolipsi_2	L2	I38_TRE16VAL_2.xml	13	Sie könnten alte Leute sein.	Sie könnten alte Leute sein.	False	opinion	74143	74149
Kolipsi_2	L2	I38_TRE16VAL_2.xml	14	Du bist noch jung, und ich glaube, dass du "wahre" Freundschaften brauchst.	Du bist noch jung, und ich glaube, dass du "wahre" Freundschaften brauchst.	False	opinion	74150	74167
Kolipsi_2	L2	I38_TRE16VAL_2.xml	15	So, versuch' jemanden kennenzulernen, vielleicht während ein Fest oder im Supermarkt!	So, versuch' jemanden kennenzulernen, vielleicht während ein Fest oder im Supermarkt!	False	opinion	74168	74182
Kolipsi_2	L2	I38_TRE16VAL_2.xml	16	Am Anfang wird es sicherlich streng und schwierig sein, aber gib' nicht ab.	Am Anfang wird es sicherlich streng und schwierig sein, aber gib' nicht ab.	False	opinion	74183	74198
Kolipsi_2	L2	I38_TRE16VAL_2.xml	17	Du wirst sehen, dass, mit der Zeit, wird es immer leichter.	Du wirst sehen, dass, mit der Zeit, wird es immer leichter.	False	opinion	74199	74214
Kolipsi_2	L2	I38_ZOR19MAR_1.xml	1	Ich schreibe dich weil ich dir was zu Maria passiert ist gestern, am nachmittag.	Ich schreibe dich weil ich dir was zu Maria passiert ist gestern, am Nachmittag.	True	picture story	74215	74231
Kolipsi_2	L2	I38_ZOR19MAR_1.xml	2	Sie ist nach Supermarket gegangen, weil sie Obst und gGemuse kaufen hätte, abe, wann sie zu bezahlen hatte gab es ein Problem.	Sie ist nach Supermarket gegangen, weil sie Obst und Gemüse kaufen hätte, aber, wann sie zu bezahlen hatte gab es ein Problem.	True	picture story	74232	74258
Kolipsi_2	L2	I38_ZOR19MAR_1.xml	3	Sie war an der Kasse, hatte alle sache schön in seine Tasche geleiet und machte sie bezahlen, aber sie hatte zu wenig Geld!	Sie war an der Kasse, hatte alle Sache schön in seine Tasche geleiet und machte sie bezahlen, aber sie hatte zu wenig Geld!	True	picture story	74259	74285
Kolipsi_2	L2	I38_ZOR19MAR_1.xml	4	Sie wusste nicht was sie machen sollte, so nimt sie aus sein Handy und telefonierte seine Mutter, die zur Arbeit war.	Sie wusste nicht was sie machen sollte, so nimmt sie aus sein Handy und telefonierte seine Mutter, die zur Arbeit war.	True	picture story	74286	74310
Kolipsi_2	L2	I38_ZOR19MAR_1.xml	5	Seine Mutter ist die Sekretärin von ein Artztstudio, im Stadt.	Seine Mutter ist die Sekretärin von ein Arztstudio, im Stadt.	True	picture story	74311	74323
Kolipsi_2	L2	I38_ZOR19MAR_1.xml	6	Sie arbeitete ins Studio seit 2004. Sie konnte aber nicht sein Arbeit verlassen, so ruft sie Seine Oma, die sie mehr Geld bringt, aber sie wa so nervos.	Sie arbeitete ins Studio seit 2004. Sie konnte aber nicht sein Arbeit verlassen, so ruft sie seine Oma, die sie mehr Geld bringt, aber sie war so nervös.	True	picture story	74324	74357
Kolipsi_2	L2	I38_ZOR19MAR_1.xml	7	Ich habe sehr gelacht wann sie diese Geschichte mich erzahlen hat.	Ich habe sehr gelacht wann sie diese Geschichte mich erzählen hat.	True	picture story	74358	74370
Kolipsi_2	L2	I38_ZOR19MAR_2.xml	1	Wergesse nicht das geben es Menschen die auch Liebe auf Internet gefunden haben, so wie geben es Menschen die missgestanden sein.	Vergesse nicht das geben es Menschen die auch Liebe auf Internet gefunden haben, so wie geben es Menschen die missgestanden sein.	True	opinion	74371	74394
Kolipsi_2	L2	I38_ZOR19MAR_2.xml	2	Diese sind aber nur ein Paar Informationen und eine geschicte, wer was zu machen entscheiden muss bist du.	Diese sind aber nur ein paar Informationen und eine Geschichte, wer was zu machen entscheiden muss bist du.	True	opinion	74395	74415
Kolipsi_2	L2	I38_ZOR19MAR_2.xml	3	Ich hoffe dir geholfen haben, scheib mir bitte was du entscheidet!;) Bis bald Martina	Ich hoffe dir geholfen haben, scheib mir bitte was du entscheidet!;) Bis bald Martina	False	opinion	74416	74432
Kolipsi_2	L2	I39_BER28SIR_2.xml	1	Guten Tag Herr Paul, ich habe deinen Brief gehört.	Guten Tag Herr Paul, ich habe deinen Brief gehört.	False	opinion	74433	74444
Kolipsi_2	L2	I39_BER28SIR_2.xml	2	Ich habe auch einige virtuelle Freundschaften gehabt und ich denke, dass du wenn du diese Leute nie gesehen hat, nicht an alles was sie sagen glauben muss, weil du nicht wer sie sind oder was sie wollen kennst.	Ich habe auch einige virtuelle Freundschaften gehabt und ich denke, dass du wenn du diese Leute nie gesehen hat, nicht an alles was sie sagen glauben muss, weil du nicht wer sie sind oder was sie wollen kennst.	False	opinion	74445	74487
Kolipsi_2	L2	I39_BER28SIR_2.xml	3	Du kannst auch bose Leute finden, die ihr etwas schlecht machen will, aber es ist nicht immer so.	Du kannst auch böse Leute finden, die ihr etwas schlecht machen will, aber es ist nicht immer so.	True	opinion	74488	74509
Kolipsi_2	L2	I39_BER28SIR_2.xml	4	Zum Beispiel ich habe meine beste Freundin mit Internet kennengelernt.	Zum Beispiel ich habe meine beste Freundin mit Internet kennengelernt.	False	opinion	74510	74521
Kolipsi_2	L2	I39_BER28SIR_2.xml	5	Im 2014 hat sie mir für das erste Mal geschrieben und ich habe geglaubt, dass sie ein Hacker war und mein Geld stehlen wollte.	Im 2014 hat sie mir für das erste Mal geschrieben und ich habe geglaubt, dass sie ein Hacker war und mein Geld stehlen wollte.	False	opinion	74522	74548
Kolipsi_2	L2	I39_BER28SIR_2.xml	6	Ich habe einige Informationen über sie gesucht und nach ein paar Monate habe ich sie persönlich kennengelernt und, dass sie eine Freundin von einem Freund ist, entdeckt.	Ich habe einige Informationen über sie gesucht und nach ein paar Monate habe ich sie persönlich kennengelernt und, dass sie eine Freundin von einem Freund ist, entdeckt.	False	opinion	74549	74579
Kolipsi_2	L2	I39_BER28SIR_2.xml	7	Ich glaube, dass du die Leute, die du sympatischer als die anderen findest, persönlich kennenlernen muss, um wer sie in Wahrheit sind zu entdecken und neue Freundschaften zu finden.	Ich glaube, dass du die Leute, die du sympathischer als die anderen findest, persönlich kennenlernen muss, um wer sie in Wahrheit sind zu entdecken und neue Freundschaften zu finden.	True	opinion	74580	74614
Kolipsi_2	L2	I39_BER28SIR_2.xml	8	Ich hoffe, dass meine Antwort dir nützlich wird.	Ich hoffe, dass meine Antwort dir nützlich wird.	False	opinion	74615	74625
Kolipsi_2	L2	I39_BOR23ALE_1.xml	1	Hallo Nicole, wie geht es dir?	Hallo Nicole, wie geht es dir?	False	picture story	74626	74634
Kolipsi_2	L2	I39_BOR23ALE_1.xml	2	Heute habe ich unsere Freundin Maria gesehen und sie hat mir erzählt etwas ungewohnliches.	Heute habe ich unsere Freundin Maria gesehen und sie hat mir erzählt etwas Ungewöhnliches.	True	picture story	74635	74650
Kolipsi_2	L2	I39_BOR23ALE_1.xml	3	Maria war letzte Woche einkaufen.	Maria war letzte Woche einkaufen.	False	picture story	74651	74657
Kolipsi_2	L2	I39_BOR23ALE_1.xml	4	Sie kaufte zuerst in einem Obst- und Gemüseladen ein.	Sie kaufte zuerst in einem Obst- und Gemüseladen ein.	False	picture story	74658	74668
Kolipsi_2	L2	I39_BOR23ALE_1.xml	5	Eine Stunde später ging sie im Supermarkt.	Eine Stunde später ging sie im Supermarkt.	False	picture story	74669	74677
Kolipsi_2	L2	I39_BOR23ALE_1.xml	6	Sie nimmt alles was sie braucht: Brot, Milch, Fleisch, Marmelade und viele andere Sachen.	Sie nimmt alles was sie braucht: Brot, Milch, Fleisch, Marmelade und viele andere Sachen.	False	picture story	74678	74697
Kolipsi_2	L2	I39_BOR23ALE_1.xml	7	Einmal an der Kasse gab es ein Problem: sie hätte die Obst und die Gemüse, die sie vorher gekauft hätte, in der Tasche, und die Verkäuferin dachte dass sie diese Sachen klauen wollte.	Einmal an der Kasse gab es ein Problem: Sie hätte die Obst und die Gemüse, die sie vorher gekauft hätte, in der Tasche, und die Verkäuferin dachte dass sie diese Sachen klauen wollte.	True	picture story	74698	74736
Kolipsi_2	L2	I39_BOR23ALE_1.xml	8	Es war nicht wahr und Maria probiert es zu erklären: sie bleibt zwei Stunden mehr im Supermarkt bis die Verkäuferin versteht was passiert war.	Es war nicht wahr und Maria probiert es zu erklären: Sie bleibt zwei Stunden mehr im Supermarkt bis die Verkäuferin versteht was passiert war.	True	picture story	74737	74763
Kolipsi_2	L2	I39_BOR23ALE_1.xml	9	Am Ende hat Maria geschafft, zu Hause zurückkommen.	Am Ende hat Maria geschafft, zu Hause zurückkommen.	False	picture story	74764	74774
Kolipsi_2	L2	I39_BOR23ALE_1.xml	10	Ich warte auf deine Antwort.	Ich warte auf deine Antwort.	False	picture story	74775	74781
Kolipsi_2	L2	I39_BOR23ALE_2.xml	1	Lieber Paul, Ich habe deinen Brief sehr interessant gefunden.	Lieber Paul, ich habe deinen Brief sehr interessant gefunden.	True	opinion	74782	74793
Kolipsi_2	L2	I39_BOR23ALE_2.xml	2	Ich persönlich denke dass chatten um neue Leute kennenzulernen ist nicht so eine gute Idee.	Ich persönlich denke dass chatten um neue Leute kennenzulernen ist nicht so eine gute Idee.	False	opinion	74794	74810
Kolipsi_2	L2	I39_BOR23ALE_2.xml	3	In den letzten Jahren Internet hat sich verändert und immer mehr die Menschen versuchen sich hinter eine falsche Identität zu verstecken.	In den letzten Jahren Internet hat sich verändert und immer mehr die Menschen versuchen sich hinter eine falsche Identität zu verstecken.	False	opinion	74811	74833
Kolipsi_2	L2	I39_BOR23ALE_2.xml	4	Wenn man im Internet chattet weiß er nicht wirklich ob diese Person existiert oder nicht.	Wenn man im Internet chattet weiß er nicht wirklich ob diese Person existiert oder nicht.	False	opinion	74834	74850
Kolipsi_2	L2	I39_BOR23ALE_2.xml	5	Ich denke dass chatten mit neue Leute die wir nicht kennen, ist nicht eine gute Idee um neue Freunde zu finden weil wir kennen diese Personen nicht und wir wissen nicht ob was sie sagen wahr ist.	Ich denke dass chatten mit neue Leute die wir nicht kennen, ist nicht eine gute Idee um neue Freunde zu finden weil wir kennen diese Personen nicht und wir wissen nicht ob was sie sagen wahr ist.	False	opinion	74851	74890
Kolipsi_2	L2	I39_BOR23ALE_2.xml	6	Ich denke dass du sollst alle die Nummern löschen, die von Personen die du nie gesehen hast, sind.	Ich denke dass du sollst alle die Nummern löschen, die von Personen die du nie gesehen hast, sind.	False	opinion	74891	74912
Kolipsi_2	L2	I39_BOR23ALE_2.xml	7	Man braucht nicht die Freunde zu "suchen"; unsere Freunde sind um uns herum und wir brauchen nicht Internet um sie zu finden.	Man braucht nicht die Freunde zu "suchen"; unsere Freunde sind um uns herum und wir brauchen nicht Internet um sie zu finden.	False	opinion	74913	74939
Kolipsi_2	L2	I39_BOR23ALE_2.xml	8	Also passt auf weil viele Sachen des Internets falsch sind.	Also passt auf weil viele Sachen des Internets falsch sind.	False	opinion	74940	74951
Kolipsi_2	L2	I39_BOR23ALE_2.xml	9	Ich wunsche dass ich in der Lage war, dir zu helfen.	Ich wünsche dass ich in der Lage war, dir zu helfen.	True	opinion	74952	74965
Kolipsi_2	L2	I39_BUS07LIS_1.xml	1	Hallo Markus Alles in ordnung?	Hallo Markus Alles in Ordnung?	True	picture story	74966	74972
Kolipsi_2	L2	I39_BUS07LIS_2.xml	1	Ich habe deine E-Mail gelesen.	Ich habe deine E-Mail gelesen.	False	opinion	74973	74979
Kolipsi_2	L2	I39_BUS07LIS_2.xml	2	Persönlich denke ich dass die virtuelle Freundschaft nicht sehr sicher sind.	Persönlich denke ich dass die virtuelle Freundschaft nicht sehr sicher sind.	False	opinion	74980	74992
Kolipsi_2	L2	I39_BUS07LIS_2.xml	3	Du kennst nicht persönlich die Menschen.	Du kennst nicht persönlich die Menschen.	False	opinion	74993	75000
Kolipsi_2	L2	I39_BUS07LIS_2.xml	4	In Internet du siehst nur eine Foto oder ein Par Fotos.	In Internet du siehst nur eine Foto oder ein paar Fotos.	True	opinion	75001	75013
Kolipsi_2	L2	I39_BUS07LIS_2.xml	5	Viele Menschen können falsche Informationen nehmen.	Viele Menschen können falsche Informationen nehmen.	False	opinion	75014	75021
Kolipsi_2	L2	I39_BUS07LIS_2.xml	6	Du kannst das nicht wissen, aber könnte das passiert.	Du kannst das nicht wissen, aber könnte das passiert.	False	opinion	75022	75033
Kolipsi_2	L2	I39_BUS07LIS_2.xml	7	Ich habe zum Beispiel, eine schlechte Erfahrung mit ein Freund in Internet gehabt.	Ich habe zum Beispiel, eine schlechte Erfahrung mit ein Freund in Internet gehabt.	False	opinion	75034	75049
Kolipsi_2	L2	I39_BUS07LIS_2.xml	8	Ich habe für viele Zeit mit diese Freund in Facebook geschreibt.	Ich habe für viele Zeit mit diese Freund in Facebook geschreibt.	False	opinion	75050	75062
Kolipsi_2	L2	I39_BUS07LIS_2.xml	9	Er war wirklich sehr net und sympathisch.	Er war wirklich sehr nett und sympathisch.	True	opinion	75063	75071
Kolipsi_2	L2	I39_BUS07LIS_2.xml	10	Ein Tag wollte ich er sehen, persönlich.	Ein Tag wollte ich er sehen, persönlich.	False	opinion	75072	75081
Kolipsi_2	L2	I39_BUS07LIS_2.xml	11	Er axeptiert, aber er war nicht die Person mit der ich geschreibe.	Er akzeptiert, aber er war nicht die Person mit der ich geschreibe.	True	opinion	75082	75096
Kolipsi_2	L2	I39_BUS07LIS_2.xml	12	Für mich war das eine große Schok.	Für mich war das eine große Schock.	True	opinion	75097	75105
Kolipsi_2	L2	I39_BUS07LIS_2.xml	13	Ich denke dass du muss Direkte Kontakte haben.	Ich denke dass du muss direkte Kontakte haben.	True	opinion	75106	75115
Kolipsi_2	L2	I39_BUS07LIS_2.xml	14	Ist merhr Sicher und wirklich mehr Interessant.	Ist merh sicher und wirklich mehr interessant.	True	opinion	75116	75124
Kolipsi_2	L2	I39_DEV09LUC_1.xml	1	So habe ich den ganzen Einkauf, die die an Obsthändler zame eingenohmen haben, auf der Kasse liegen.	So habe ich den ganzen Einkauf, die die an Obsthändler zame eingenommen haben, auf der Kasse liegen.	True	picture story	75125	75145
Kolipsi_2	L2	I39_DEV09LUC_1.xml	2	Jetzt bin ich grantik, weil ich noch mit der Einkauf weiter gehen.	Jetzt bin ich grantig, weil ich noch mit der Einkauf weiter gehen.	True	picture story	75146	75160
Kolipsi_2	L2	I39_DEV09LUC_1.xml	3	Jetzt muss ich gehen Viele Grüßen Maria	Jetzt muss ich gehen Viele Grüßen Maria	False	picture story	75161	75168
Kolipsi_2	L2	I39_DEV09LUC_2.xml	1	Sehr Geehrter Paul, Ich habe ihren Brif gelesen und ich denke, dass der Welt die virtuelle Freundschaften ein Begriff der ich nicht verstehe.	Sehr geehrter Paul, ich habe Ihren Brief gelesen und ich denke, dass der Welt die virtuelle Freundschaften ein Begriff der ich nicht verstehe.	True	opinion	75169	75195
Kolipsi_2	L2	I39_DEV09LUC_2.xml	2	Ich denke, dass wir wen neue Mädchen kennenlernen wollen, müssen wir nicht am Facebook oder im Internet chatten aber wir müssen in der Schule, oder in dem Arbeit oder in der währe Welt kennenlernen.	Ich denke, dass wir wenn neue Mädchen kennenlernen wollen, müssen wir nicht am Facebook oder im Internet chatten aber wir müssen in der Schule, oder in dem Arbeit oder in der wahre Welt kennenlernen.	True	opinion	75196	75234
Kolipsi_2	L2	I39_DEV09LUC_2.xml	3	Internet ist wie ein Wand die wir nicht wollen aber wir gute Gefuhlen fuhlen.	Internet ist wie ein Wand die wir nicht wollen aber wir gute Gefühlen fühlen.	True	opinion	75235	75250
Kolipsi_2	L2	I39_DEV09LUC_2.xml	4	Wenn ich 14 war habe ich eine schlimmest Erfahrung mit Internet erlebt.	Wenn ich 14 war habe ich eine schlimmest Erfahrung mit Internet erlebt.	False	opinion	75251	75264
Kolipsi_2	L2	I39_DEV09LUC_2.xml	5	Einigen "Fremden" haben mir ein Schertz gemacht.	Einigen "Fremden" haben mir ein Scherz gemacht.	True	opinion	75265	75275
Kolipsi_2	L2	I39_DEV09LUC_2.xml	6	Und habe ich eine Woche mit Angst erlebt, weil sie vielen Angstlichen E-Mail geschickt haben.	Und habe ich eine Woche mit Angst erlebt, weil sie vielen ängstlichen E-Mail geschickt haben.	True	opinion	75276	75293
Kolipsi_2	L2	I39_DEV09LUC_2.xml	7	Du kanst Risikiren, weil du nicht die Menschen die an dem anderen Teil steht kenst.	Du kanst riskieren, weil du nicht die Menschen die an dem anderen Teil steht kennst.	True	opinion	75294	75311
Kolipsi_2	L2	I39_LAN26DAN_1.xml	1	Hallo Gisela, wie geht es dir?	Hallo Gisela, wie geht es dir?	False	picture story	75312	75320
Kolipsi_2	L2	I39_LAN26DAN_1.xml	2	Erinnerst du an meine Freundin Maria?	Erinnerst du an meine Freundin Maria?	False	picture story	75321	75328
Kolipsi_2	L2	I39_LAN26DAN_1.xml	3	Letzte Woche war sie einkaufen, und sie hat mir gezählt, dass sie eine ganze Stunde mit der Kauferin diskutiert hat.	Letzte Woche war sie einkaufen, und sie hat mir gezählt, dass sie eine ganze Stunde mit der Käuferin diskutiert hat.	True	picture story	75329	75352
Kolipsi_2	L2	I39_LAN26DAN_1.xml	4	Sie war an der Kasse des Supermarktes von Helmut Straße, und, nach sie das Pasta genommen hat, sie hat vergessen, dass sie eine Stunde vor in einem Obst- und Gemüseladen war, wo sie frische Gemüse gekauft hat, und wo sie ihre Kaufpapier gelassen hat!	Sie war an der Kasse des Supermarktes von Helmut Straße, und, nach sie das Pasta genommen hat, sie hat vergessen, dass sie eine Stunde vor in einem Obst- und Gemüseladen war, wo sie frische Gemüse gekauft hat, und wo sie ihre Kaufpapier gelassen hat!	False	picture story	75353	75404
Kolipsi_2	L2	I39_LAN26DAN_1.xml	5	Die Kauferin des Supermarktes hat gedacht, dass sie diese Gemüse bei dem Obst- und Gemüseladen geklaut hat.	Die Käuferin des Supermarktes hat gedacht, dass sie diese Gemüse bei dem Obst- und Gemüseladen geklaut hat.	True	picture story	75405	75424
Kolipsi_2	L2	I39_LAN26DAN_1.xml	6	Glucklich hat eine alte Frau, die war auch bei dem gleichen Obst- und Gemüseladen war, zu dem Kauferin gesagt, dass Maria nicht gestolen hat, und dass sie der Kaufpapier fergessen hat!!	Glücklich hat eine alte Frau, die war auch bei dem gleichen Obst- und Gemüseladen war, zu dem Käuferin gesagt, dass Maria nicht gestohlen hat, und dass sie der Kaufpapier vergessen hat!!	True	picture story	75425	75462
Kolipsi_2	L2	I39_LAN26DAN_2.xml	1	Sich Geeherte Paul, ich schreibe Ihr, weil Ihe Brief auf der Zeitung "Junge Woche" gelesen habe.	Sich geehrte Paul, ich schreibe Ihr, weil Ihre Brief auf der Zeitung "Junge Woche" gelesen habe.	True	opinion	75463	75484
